PF10417.8 C-terminal_domain_of_1-Cys_peroxiredoxin
PF04896.11 Ammonia_monooxygenase/methane_monooxygenase,subunit_C
PF03782.16 AMOP_domain
PF00501.27 AMP-binding_enzyme
PF13193.5 AMP-binding_enzyme_C-terminal_domain
PF14535.5 AMP-binding_enzyme_C-terminal_domain
PF17113.4 Regulatory_signalling_modulator_protein_AmpE
PF16561.4 Glycogen_recognition_site_of_AMP-activated_protein_kinase
PF04739.14 5'-AMP-activated_protein_kinase_beta_subunit,interaction_domain
PF05195.15 Aminopeptidase_P,N-terminal_domain
PF12859.6 Anaphase-promoting_complex_subunit_1
PF03256.15 Anaphase-promoting_complex,subunit_10_(APC10)
PF15243.5 Anaphase-promoting_complex_subunit_15
PF17256.1 Anaphase_Promoting_Complex_Subunit_16
PF08672.10 Anaphase_promoting_complex_(APC)_subunit_2
PF12895.6 Anaphase-promoting_complex,cyclosome,subunit_3
PF12896.6 Anaphase-promoting_complex,cyclosome,subunit_4
PF12894.6 Anaphase-promoting_complex_subunit_4_WD40_domain
PF12862.6 Anaphase-promoting_complex_subunit_5
PF04049.12 Anaphase_promoting_complex_subunit_8_/_Cdc23
PF12856.6 Anaphase-promoting_complex_subunit_9
PF10471.8 Anaphase-promoting_complex_APC_subunit_CDC26
PF01821.17 Anaphylotoxin-like_domain
PF02166.15 Androgen_receptor
PF06369.11 Sea_anemone_cytotoxic_protein
PF03139.14 Vanadium/alternative_nitrogenase_delta_subunit
PF09582.9 Iron_only_nitrogenase_protein_AnfO_(AnfO_nitrog)
PF01094.27 Receptor_family_ligand_binding_region
PF12240.7 Angiomotin_C_terminal
PF08174.10 Cell_division_protein_anillin
PF16018.4 Anillin_N-terminus
PF00023.29 Ankyrin_repeat
PF07260.10 Progressive_ankylosis_protein_(ANKH)
PF12796.6 Ankyrin_repeats_(3_copies)
PF13606.5 Ankyrin_repeat
PF13637.5 Ankyrin_repeats_(many_copies)
PF13857.5 Ankyrin_repeats_(many_copies)
PF03702.13 Anhydro-N-acetylmuramic_acid_kinase
PF00191.19 Annexin
PF04547.11 Calcium-activated_chloride_channel
PF16178.4 Dimerisation_domain_of_Ca+-activated_chloride-channel,anoctamin
PF10731.8 Thrombin_inhibitor_from_mosquito
PF00212.17 Atrial_natriuretic_peptide
PF03452.13 Anp1
PF03374.13 Phage_antirepressor_protein_KilAC_domain
PF08346.11 AntA/AntB_antirepressor
PF03861.13 ANTAR_domain
PF07651.15 ANTH_domain
PF09156.9 Anthrax_toxin_lethal_factor,middle_domain
PF03497.15 Anthrax_toxin_LF_subunit
PF05587.12 Anthrax_receptor_extracellular_domain
PF04715.12 Anthranilate_synthase_component_I,N_terminal_region
PF10796.8 Sigma-S_stabilisation_anti-adaptor_protein
PF15777.4 Tryptophan_RNA-binding_attenuator_protein_inhibitory_protein
PF02522.13 Aminoglycoside_3-N-acetyltransferase
PF08264.12 Anticodon-binding_domain_of_tRNA
PF11410.7 Antifungal_peptide
PF11402.7 Antifungal_protein
PF11641.7 Glycosylphosphatidylinositol-anchored_merozoite_surface_protein
PF16364.4 Cell_surface_antigen_C-terminus
PF09255.9 Caf1_Capsule_antigen
PF08105.10 Metchnikowin_family
PF08106.10 Formaecin_family
PF08107.10 Pleurocidin_family
PF08108.10 Halocidin_family
PF08109.10 Lactocin_705_family
PF08110.11 Ocellatin_family
PF08129.10 Alpha/beta_enterocin_family
PF08130.10 Type_A_lantibiotic_family
PF08225.10 Pseudin_antimicrobial_peptide
PF08256.10 Aurein-like_antibiotic_peptide
PF14861.5 Plant_antimicrobial_peptide
PF16047.4 Frog_antimicrobial_peptide
PF16048.4 Frog_antimicrobial_peptide
PF16049.4 Frog_antimicrobial_peptide
PF16839.4 Nematode_antimicrobial_peptide
PF08018.10 Frog_antimicrobial_peptide
PF08023.11 Frog_antimicrobial_peptide
PF08025.10 Spider_antimicrobial_peptide
PF08024.10 Ant_antimicrobial_peptide
PF08026.10 Bee_antimicrobial_peptide
PF08036.10 Diapausin_family_of_antimicrobial_peptide
PF08102.10 Scorpion_antimicrobial_peptide
PF08103.10 Uperin_family
PF08104.10 Ponericin_L_family
PF03230.12 Antirestriction_protein
PF02822.13 Antistasin_family
PF03589.12 Antitermination_protein
PF05586.10 Anthrax_receptor_C-terminus_region
PF15721.4 Annexin-2_receptor
PF03098.14 Animal_haem_peroxidase
PF01786.16 Alternative_oxidase
PF15001.5 AP-5_complex_subunit_sigma-1
PF15745.4 AP-1_complex-associated_regulatory_protein
PF00847.19 AP2_domain
PF14796.5 Clathrin-adaptor_complex-3_beta-1_subunit_C-terminal
PF06375.10 AP-3_complex_subunit_delta-1
PF14807.5 Adaptin_AP4_complex_epsilon_appendage_platform
PF11289.7 Coronavirus_accessory_protein_3a
PF02558.15 Ketopantoate_reductase_PanE/ApbA
PF08546.10 Ketopantoate_reductase_PanE/ApbA_C_terminal
PF02424.14 ApbE_family
PF05839.10 Apc13p_protein
PF05841.10 Apc15p_protein
PF14921.5 Adenomatosis_polyposis_coli_down-regulated_1
PF05972.10 APC_15_residue_motif
PF05956.10 APC_basic_domain
PF16689.4 Coiled-coil_N-terminus_of_APC,dimerisation_domain
PF05923.11 APC_repeat
PF16634.4 Unstructured_region_on_APC_between_APC_crr_and_SAMP
PF16635.4 Unstructured_region_on_APC_between_SAMP_and_APC_crr
PF16636.4 Unstructured_region_on_APC_between_APC_crr_regions_5_and_6
PF16630.4 Unstructured_region_on_APC_between_1st_and_2nd_catenin-bdg_motifs
PF16633.4 Unstructured_region_on_APC_between_1st_two_creatine-rich_regions
PF16977.4 C-terminal_domain_of_apextrin
PF15360.5 APJ_endogenous_ligand
PF04110.12 Ubiquitin-like_autophagy_protein_Apg12
PF04108.11 Autophagy_protein_Apg17
PF04106.11 Autophagy_protein_Apg5
PF04111.11 Autophagy_protein_Apg6
PF04109.15 Autophagy_protein_Apg9
PF01636.22 Phosphotransferase_enzyme_family
PF06105.11 Aph-1_protein
PF14557.5 Putative_AphA-like_transcriptional_regulator
PF04655.13 Aminoglycoside/hydroxyurea_antibiotic_resistance_kinase
PF05918.10 Apoptosis_inhibitory_protein_5_(API5)
PF00807.16 Apidaecin
PF11671.7 Complementary_sex_determiner_protein
PF05355.10 Apolipoprotein_C-II
PF05778.11 Apolipoprotein_CIII_(Apo-CIII)
PF05418.10 Apovitellenin_I_(Apo-VLDL-II)
PF04711.12 Apolipoprotein_A-II_(ApoA-II)
PF12491.7 Apolipoprotein_B100_C_terminal
PF05240.13 APOBEC-like_C-terminal_domain
PF08210.10 APOBEC-like_N-terminal_domain
PF04691.11 Apolipoprotein_C-I_(ApoC-1)
PF15119.5 Apolipoprotein_C4
PF01333.18 Apocytochrome_F,C-terminal
PF16639.4 Apocytochrome_F,N-terminal
PF05461.10 Apolipoprotein_L
PF01442.17 Apolipoprotein_A1/A4/E_domain
PF15148.5 Apolipoprotein_F
PF07464.10 Apolipophorin-III_precursor_(apoLp-III)
PF11032.7 ApoM_domain
PF09769.8 Apolipoprotein_O
PF05634.10 APO_RNA-binding
PF10515.8 beta-amyloid_precursor_protein_C-terminus
PF12924.6 Copper-binding_of_amyloid_precursor,CuBD
PF12925.6 E2_domain_of_amyloid_precursor_protein
PF02177.15 Amyloid_A4_N-terminal_heparin-binding
PF12716.6 Nuclear_pore_assembly_and_biogenesis
PF12139.7 Adenosine-5'-phosphosulfate_reductase_beta_subunit
PF01583.19 Adenylylsulphate_kinase
PF03440.13 Aerolysin/Pertussis_toxin_(APT)_domain
PF10351.8 Golgi-body_localisation_protein_domain
PF06079.10 Apyrase
PF01261.23 Xylose_isomerase-like_TIM_barrel
PF07582.11 AP_endonuclease_family_2_C_terminus
PF16399.4 Intron-binding_protein_aquarius_N-terminus
PF12489.7 Nuclear_coactivator
PF09206.10 Alpha-L-arabinofuranosidase_B,catalytic
PF12625.6 Arabinose-binding_domain_of_AraC_transcription_regulator,N-term
PF02610.14 L-arabinose_isomerase
PF11762.7 L-arabinose_isomerase_C-terminal_domain
PF04602.11 Mycobacterial_cell_wall_arabinan_synthesis_protein
PF14896.5 EmbC_C-terminal_domain
PF02311.18 AraC-like_ligand_binding_domain
PF14525.5 AraC-binding-like_domain
PF06719.12 AraC-type_transcriptional_regulator_N-terminus
PF06081.10 Aromatic_acid_exporter_family_member_1
PF11728.7 Putative_aromatic_acid_exporter_C-terminal_domain
PF10334.8 Aromatic_acid_exporter_family_member_2
PF10337.8 Putative_ER_transporter,6TM,N-terminal
PF09692.9 Argonaute_siRNA_chaperone_(ARC)_complex_subunit_Arb1
PF09757.8 Arb2_domain
PF03869.13 Arc-like_DNA_binding_domain
PF12942.6 Archaeal_ammonia_monooxygenase_subunit_A_(AmoA)
PF01951.15 Archease_protein_family_(MTH1598/TM1083)
PF01917.15 Archaebacterial_flagellin
PF04659.12 Archaeal_flagella_protein
PF06819.10 Archaeal_Peptidase_A24_C-terminal_Domain
PF06847.10 Archaeal_Peptidase_A24_C-terminus_Type_II
PF08394.9 Archaeal_TRASH_domain
PF03079.13 ARD/ARD'_family
PF07275.10 Antirestriction_protein_(ArdA)
PF07573.10 Nitrogen_regulatory_protein_AreA_N_terminus
PF17296.1 Arenavirus_cap_snatching_domain
PF00798.17 Arenavirus_glycoprotein
PF17290.1 Arenavirus_nucleocapsid_C-terminal_domain
PF00843.16 Arenavirus_nucleocapsid_N-terminal_domain
PF06317.10 Arenavirus_RNA_polymerase
PF00025.20 ADP-ribosylation_factor_family
PF14949.5 ARF7_effector_protein_C-terminus
PF06456.12 Arfaptin-like_domain
PF01412.17 Putative_GTPase_activating_protein_for_Arf
PF00491.20 Arginase_family
PF00764.18 Arginosuccinate_synthase
PF01960.17 ArgJ_family
PF03308.15 ArgK_protein
PF15346.5 Arginine_and_glutamate-rich_1
PF08699.9 Argonaute_linker_1_domain
PF16488.4 Argonaute_linker_2_domain
PF16487.4 Mid_domain_of_argonaute
PF16486.4 N-terminal_domain_of_argonaute
PF11581.7 Antagonist_of_EGFR_signalling,Argos
PF01316.20 Arginine_repressor,DNA_binding_domain
PF02863.17 Arginine_repressor,C-terminal_domain
PF03485.15 Arginyl_tRNA_synthetase_N_terminal_domain
PF15441.5 Rho_guanine_nucleotide_exchange_factor_5/35
PF01388.20 ARID/BRIGHT_DNA_binding_domain
PF06770.10 Actin-rearrangement-inducing_factor_(Arif-1)
PF15840.4 ADP-ribosylation_factor-like_protein_17
PF11527.7 The_ARF-like_2_binding_protein_BART
PF15062.5 Haemopoietic_lineage_transmembrane_helix
PF00514.22 Armadillo/beta-catenin-like_repeat
PF09003.9 Bacteriophage_lambda_integrase,Arm_DNA-binding_domain
PF12167.7 Arm_DNA-binding_domain
PF13356.5 Arm_DNA-binding_domain
PF14657.5 Arm_DNA-binding_domain
PF17293.1 Arm_DNA-binding_domain
PF10208.8 Degradation_arginine-rich_protein_for_mis-folding
PF04826.12 Armadillo-like
PF16186.4 Atypical_Arm_repeat
PF16629.4 Armadillo-associated_region_on_APC
PF07302.10 AroM_protein
PF11723.7 Homotrimeric_ring_hydroxylase
PF15684.4 Active_regulator_of_SIRT1,or_40S_ribosomal_protein_S19-binding_1
PF05856.11 ARP2/3_complex_20_kDa_subunit_(ARPC4)
PF12120.7 Rifampin_ADP-ribosyl_transferase
PF02752.21 Arrestin_(or_S-antigen),C-terminal_domain
PF00339.28 Arrestin_(or_S-antigen),N-terminal_domain
PF04959.12 Arsenite-resistance_protein_2
PF02374.14 Anion-transporting_ATPase
PF02040.14 Arsenical_pump_membrane_protein
PF03960.14 ArsC_family
PF06953.10 Arsenical_resistance_operon_trans-acting_repressor_ArsD
PF03773.12 Predicted_permease
PF11449.7 Putative,10TM_heavy-metal_exporter
PF09824.8 ArsR_transcriptional_regulator
PF01129.17 NAD:arginine_ADP-ribosyltransferase
PF01606.15 Arterivirus_envelope_protein
PF00951.17 Arterivirus_GL_envelope_glycoprotein
PF02497.14 Arterivirus_glycoprotein
PF16749.4 Arterivirus_nonstructural_protein_7_alpha
PF01481.15 Arterivirus_nucleocapsid_protein
PF04161.12 Arv1-like_family
PF01731.19 Arylesterase
PF05935.10 Arylsulfotransferase_(ASST)
PF14269.5 Arylsulfotransferase_(ASST)
PF17425.1 Arylsulfotransferase_Ig-like_domain
PF00858.23 Amiloride-sensitive_sodium_channel
PF04266.13 ASCH_domain
PF08688.9 Apx/Shroom_domain_ASD1
PF08687.10 Apx/Shroom_domain_ASD2
PF04729.12 ASF1_like_histone_chaperone
PF01671.15 African_swine_fever_virus_multigene_family_360_protein
PF05568.10 African_swine_fever_virus_J13L_protein
PF05293.10 African_swine_fever_virus_(ASFV)_L11L_protein
PF06556.10 IAP-like_protein_p27_C-terminus
PF15780.4 Abnormal_spindle-like_microcephaly-assoc'd,ASPM-SPD-2-Hydin
PF15323.5 Developmental_protein
PF09010.9 Anti-Sigma_Factor_A
PF08328.10 Adenylosuccinate_lyase_C-terminal
PF14698.5 Argininosuccinate_lyase_C-terminal
PF05170.13 AsmA_family
PF13109.5 AsmA-like_C-terminal_region
PF13502.5 AsmA-like_C-terminal_region
PF03590.14 Aspartate-ammonia_ligase
PF01037.20 Lrp/AsnC_ligand_binding_domain
PF00733.20 Asparagine_synthase
PF00026.22 Eukaryotic_aspartyl_protease
PF06826.11 Predicted_Permease_Membrane_Region
PF05279.10 Aspartyl_beta-hydroxylase_N-terminal_region
PF16993.4 Accessory_Sec_system_protein_Asp1
PF16929.4 Accessory_Sec_system_GspB-transporter
PF03780.12 Asp23_family,cell_envelope-related_function
PF16996.4 Accessory_secretory_protein_Sec_Asp4
PF17000.4 Accessory_secretory_protein_Sec,Asp5
PF00710.19 Asparaginase,N-terminal
PF01112.17 Asparaginase
PF06089.11 L-asparaginase_II
PF17641.1 Ancylostoma-associated_secreted_protein_related_genes
PF14521.5 Lysine-specific_metallo-endopeptidase
PF05118.14 Aspartyl/Asparaginyl_beta-hydroxylase
PF02261.15 Aspartate_decarboxylase
PF01177.21 Asp/Glu/Hydantoin_racemase
PF14669.5 Putative_aspartate_racemase
PF09668.9 Aspartyl_protease
PF13650.5 Aspartyl_protease
PF06392.10 Acid_shock_protein_repeat
PF07100.10 Anabaena_sensory_rhodopsin_transducer
PF04958.11 Arginine_N-succinyltransferase_beta_subunit
PF01400.23 Astacin_(Peptidase_family_M12A)
PF04996.11 Succinylarginine_dihydrolase
PF04952.13 Succinylglutamate_desuccinylase_/_Aspartoacylase_family
PF03115.13 Astrovirus_capsid_protein_precursor
PF12226.7 Turkey_astrovirus_capsid_protein
PF16580.4 C-terminal_tail_of_astrovirus_capsid_projection_or_spike
PF13919.5 Asx_homology_domain
PF15321.5 ATPase_family_AAA_domain_containing_4
PF14196.5 L-2-amino-thiazoline-4-carboxylic_acid_hydrolase
PF04377.14 Arginine-tRNA-protein_transferase,C_terminus
PF04376.12 Arginine-tRNA-protein_transferase,N_terminus
PF16788.4 ATF-interacting_protein_binding_domain
PF07855.11 Autophagy-related_protein_101
PF10377.8 Autophagy-related_protein_11
PF10033.8 Autophagy-related_protein_13
PF10186.8 Vacuolar_sorting_38_and_autophagy-related_subunit_14
PF08614.10 Autophagy_protein_16_(ATG16)
PF12744.6 Autophagy_protein_Atg19,Atg8-binding
PF11700.7 Vacuole_effluxer_Atg22_like
PF09451.9 Autophagy-related_protein_27
PF13329.5 Autophagy-related_protein_2_CAD_motif
PF09795.8 Autophagy-related_protein_31
PF16420.4 Ubiquitin-like_modifier-activating_enzyme_ATG7_N-terminus
PF02991.15 Autophagy_protein_Atg8_ubiquitin_like
PF09333.10 Autophagy-related_protein_C_terminal_domain
PF03078.14 ATHILA_ORF-1_family
PF07737.10 Anthrax_toxin_lethal_factor,N-_and_C-terminal_domain
PF03477.15 ATP_cone_domain
PF02222.21 ATP-grasp_domain
PF08442.9 ATP-grasp_domain
PF02655.13 ATP-grasp_domain
PF13535.5 ATP-grasp_domain
PF13549.5 ATP-grasp_domain
PF00217.18 ATP:guanido_phosphotransferase,C-terminal_catalytic_domain
PF02807.14 ATP:guanido_phosphotransferase,N-terminal_domain
PF01747.16 ATP-sulfurylase
PF00231.18 ATP_synthase
PF05176.13 ATP10_protein
PF00895.19 ATP_synthase_protein_8
PF00119.19 ATP_synthase_A_chain
PF00006.24 ATP_synthase_alpha/beta_family,nucleotide-binding_domain
PF00306.26 ATP_synthase_alpha/beta_chain,C_terminal_domain
PF02874.22 ATP_synthase_alpha/beta_family,beta-barrel_domain
PF16886.4 ATPsynthase_alpha/beta_subunit_N-term_extension
PF00430.17 ATP_synthase_B/B'_CF(0)
PF00137.20 ATP_synthase_subunit_C
PF01813.16 ATP_synthase_subunit_D
PF00401.19 ATP_synthase,Delta/Epsilon_chain,long_alpha-helix_domain
PF02823.15 ATP_synthase,Delta/Epsilon_chain,beta-sandwich_domain
PF05680.11 ATP_synthase_E_chain
PF04627.12 Mitochondrial_ATP_synthase_epsilon_chain
PF08112.10 ATP_synthase_epsilon_subunit
PF01990.16 ATP_synthase_(F/14-kDa)_subunit
PF05511.10 Mitochondrial_ATP_synthase_coupling_factor_6
PF04718.14 Mitochondrial_ATP_synthase_g_subunit
PF03899.14 ATP_synthase_I_chain
PF04911.11 ATP_synthase_j_chain
PF05827.11 Vacuolar_ATP_synthase_subunit_S1_(ATP6S1)
PF16594.4 Putative_AtpZ_or_ATP-synthase-associated
PF06644.10 ATP11_protein
PF07542.10 ATP12_chaperone_protein
PF12921.6 Mitochondrial_ATPase_expression
PF02038.15 ATP1G1/PLM/MAT8_family
PF06745.12 KaiC
PF12156.7 Putative_metal-binding_domain_of_cation_transport_ATPase
PF01637.17 ATPase_domain_predominantly_from_Archaea
PF09527.9 Putative_F0F1-ATPase_subunit_Ca2+/Mg2+_transporter
PF14397.5 Sugar-transfer_associated_ATP-grasp
PF15632.5 ATP-grasp_in_the_biosynthetic_pathway_with_Ter_operon
PF14305.5 TupA-like_ATPgrasp
PF14398.5 YheC/D_like_ATP-grasp
PF12966.6 N-ATPase,AtpR_subunit
PF03029.16 Conserved_hypothetical_ATP_binding_protein
PF03668.14 P-loop_ATPase_protein_family
PF01171.19 PP-loop_family
PF12424.7 Plasma_membrane_calcium_transporter_ATPase_C_terminal
PF10775.8 ATP_synthase_complex_subunit_h
PF14960.5 ATP_synthase_regulation
PF05493.12 ATP_synthase_subunit_H
PF09830.8 ATP_adenylyltransferase
PF16829.4 Avirulence_protein_ATR13,RxLR_effector
PF05353.10 Delta_Atracotoxin
PF03154.14 Atrophin-1_family
PF15445.5 acidic_terminal_segments,variant_surface_antigen_of_PfEMP1
PF06232.10 Embryo-specific_protein_3,(ATS3)
PF11263.7 Borrelia_burgdorferi_attachment_protein_P66
PF03769.14 Attacin,C-terminal_region
PF03768.14 Attacin,N-terminal_region
PF08037.10 Attractin_family
PF11512.7 Agrobacterium_tumefaciens_protein_Atu4866
PF07287.10 Acyclic_terpene_utilisation_family_protein_AtuA
PF09759.8 Spinocerebellar_ataxia_type_10_protein_domain
PF12547.7 Capicua_transcriptional_repressor_modulator
PF08098.10 Anemonia_sulcata_toxin_III_family
PF02178.18 AT_hook_motif
PF15187.5 Oesophageal_cancer-related_gene_4
PF11583.7 P-aminobenzoate_N-oxygenase_AurF
PF09041.9 Aurora-A_binding
PF03472.14 Autoinducer_binding_domain
PF00765.16 Autoinducer_synthase
PF03987.14 Autophagocytosis_associated_protein,active-site_domain
PF10381.8 Autophagocytosis_associated_protein_C-terminal
PF03986.12 Autophagocytosis_associated_protein_(Atg3),N-terminal_domain
PF03797.18 Autotransporter_beta-domain
PF06677.11 Sjogren's_syndrome/scleroderma_autoantigen_1_(Autoantigen_p27)
PF15336.5 Autism_susceptibility_gene_2_protein
PF02041.15 Auxin_binding_protein
PF05703.10 Auxin_canalisation
PF02519.13 Auxin_responsive_protein
PF05564.11 Dormancy/auxin_associated_protein
PF06507.12 Auxin_response_factor
PF02309.15 AUX/IAA_family
PF17198.3 Spirocyclase_AveC-like
PF03708.13 Avian_retrovirus_envelope_protein,gp85
PF01382.16 Avidin_family
PF11599.7 RRNA_methyltransferase_AviRa
PF09794.8 Transport_protein_Avl9
PF05394.10 Avirulence_protein
PF05655.10 Pseudomonas_avirulence_D_protein_(AvrD)
PF11725.7 Pathogenicity_factor
PF11529.7 Melampsora_lini_avirulence_protein_AvrL567-A
PF09143.9 AvrPphF-ORF-2
PF11592.7 Central_core_of_the_bacterial_effector_protein_AvrPto
PF09046.9 AvrPtoB_E3_ubiquitin_ligase
PF16847.4 Avirulence_AvrPtoB,BAK1-binding_domain
PF05627.10 Cleavage_site_for_pathogenic_type_III_effector_avirulence_factor_Avr
PF06536.10 Avian_adenovirus_fibre,N-terminal
PF05512.10 AWPM-19-like_family
PF05448.11 Acetyl_xylan_esterase_(AXE1)
PF08517.11 Ataxin-1_and_HBP1_module_(AXH)
PF16646.4 Axin-1_tankyrase_binding_domain
PF08833.9 Axin_beta-catenin_binding_domain
PF10211.8 Axonemal_dynein_light_chain
PF03591.13 AzlC_protein
PF05437.11 Branched-chain_amino_acid_transport_protein_(AzlD)
PF16558.4 Amino-terminal_Zinc-binding_domain_of_ubiquitin_ligase_E3A
PF01356.18 Alpha_amylase_inhibitor
PF02137.17 Adenosine-deaminase_(editase)_domain
PF00962.21 Adenosine/AMP_deaminase
PF08451.10 Adenosine/AMP_deaminase_N-terminal
PF09713.9 Plant_protein_1589_of_unknown_function_(A_thal_3526)
PF02216.15 B_domain
PF04182.11 B-block_binding_subunit_of_TFIIIC
PF02246.14 Protein_L_b1_domain
PF02310.18 B12_binding_domain
PF02607.16 B12_binding_domain
PF06522.10 NADH-ubiquinone_reductase_complex_1_MLRQ_subunit
PF11473.7 RNA_binding_protein_B2
PF09066.9 Beta2-adaptin_appendage,C-terminal_sub-domain
PF17623.1 Family_of_unknown_function
PF02362.20 B3_DNA_binding_domain
PF17057.4 Poxviridae_B3_protein
PF03483.16 B3/4_domain
PF03484.14 tRNA_synthetase_B5_domain
PF01603.19 Protein_phosphatase_2A_regulatory_B_subunit_(B56_family)
PF07162.10 Ciliary_basal_body-associated,B9_protein
PF07886.10 BA14K-like_protein
PF06989.11 BAALC_N-terminus
PF08840.10 BAAT_/_Acyl-CoA_thioester_hydrolase_C_terminal
PF07234.10 Movement_and_RNA_silencing_protein
PF02673.17 Bacitracin_resistance_protein_BacA
PF05791.10 Bacillus_haemolytic_enterotoxin_(HBL)
PF05968.10 Bacillus_PapR_protein
PF07707.14 BTB_And_C-terminal_Kelch
PF13004.6 Putative_binding_domain,N-terminal
PF10432.8 Bacterial_phospho-glucose_isomerase_C-terminal_SIS_domain
PF12173.7 Bacteriocin_class_IIc_cyclic_gassericin_A-like
PF01721.17 Class_II_bacteriocin
PF10439.8 Bacteriocin_class_II_with_double-glycine_leader_peptide
PF09221.9 Bacteriocin_class_IId_cyclical_uberolysin-like
PF11758.7 Aureocin-like_type_II_bacteriocin
PF14406.5 Ribosomally_synthesized_peptide_in_Bacteroidetes
PF04519.12 Polymer-forming_cytoskeletal
PF08379.9 Bacterial_transglutaminase-like_N-terminal_region
PF06143.10 Baculovirus_11_kDa_family
PF04798.11 Baculovirus_19_kDa_protein_conserved_region
PF06096.10 Baculoviridae_8.2_KDa_protein
PF04786.11 ssDNA_binding_protein
PF05274.10 Occlusion-derived_virus_envelope_protein_E25
PF04639.11 Baculoviral_E56_protein,specific_to_ODV_envelope
PF04850.11 Baculovirus_E66_occlusion-derived_virus_envelope_protein
PF12259.7 Baculovirus_F_protein
PF03258.13 Baculovirus_FP_protein
PF04700.11 Structural_glycoprotein_p40/gp41_conserved_region
PF03273.12 Baculovirus_gp64_envelope_glycoprotein_family
PF04735.11 Baculovirus_DNA_helicase
PF05290.10 Baculovirus_immediate-early_protein_(IE-0)
PF07206.10 Baculovirus_late_expression_factor_10_(LEF-10)
PF06385.11 Baculovirus_LEF-11_protein
PF03041.13 lef-2
PF05847.10 Nucleopolyhedrovirus_late_expression_factor_3_(LEF-3)
PF04838.11 Baculoviridae_late_expression_factor_5
PF11792.7 Baculoviridae_late_expression_factor_5_C-terminal_domain
PF06061.10 Baculoviridae_ME53
PF05314.10 Baculovirus_occlusion-derived_virus_envelope_protein_EC27
PF05073.11 Baculovirus_P24_capsid_protein
PF04766.11 Nucleopolyhedrovirus_p26_protein
PF05214.11 Baculovirus_P33
PF05112.11 Baculovirus_P47_protein
PF04878.12 Baculovirus_P48_protein
PF04583.11 Baculoviridae_p74_conserved_region
PF08404.9 Baculoviridae_P74_N-terminal
