Accession	Name	Function	Isology Type	EC Number
TIGR00358	3_prime_RNase	VacB and RNase II family 3'-5' exoribonucleases	superfamily	3.1.13.1
TIGR00359	cello_pts_IIC	PTS system, cellobiose-specific IIC component	equivalog	2.7.1.69
TIGR00360	ComEC_N-term	ComEC/Rec2-related protein	subfamily_domain	
TIGR00361	ComEC_Rec2	DNA internalization-related competence protein ComEC/Rec2	equivalog	
TIGR00362	DnaA	chromosomal replication initiator protein DnaA	equivalog	
TIGR00363	TIGR00363	lipoprotein, YaeC family	subfamily	
TIGR00364	TIGR00364	queuosine biosynthesis protein QueC	equivalog	
TIGR00365	TIGR00365	monothiol glutaredoxin, Grx4 family	equivalog	
TIGR00366	TIGR00366	TIGR00366 family protein	hypoth_equivalog	
TIGR00367	TIGR00367	K+-dependent Na+/Ca+ exchanger homolog	hypoth_equivalog	
TIGR00368	TIGR00368	Mg chelatase-like protein	hypoth_equivalog	
TIGR00369	unchar_dom_1	uncharacterized domain 1	domain	
TIGR00370	TIGR00370	sensor histidine kinase inhibitor, KipI family	hypoth_equivalog	
TIGR00372	cas4	CRISPR-associated protein Cas4	equivalog	
TIGR00373	TIGR00373	transcription factor E	equivalog	
TIGR00374	TIGR00374	TIGR00374 family protein	superfamily	
TIGR00375	TIGR00375	TIGR00375 family protein	hypoth_equivalog	
TIGR00376	TIGR00376	putative DNA helicase	hypoth_equivalog	3.6.4.12
TIGR00377	ant_ant_sig	anti-anti-sigma factor	superfamily	
TIGR00378	cax	calcium/proton exchanger	equivalog	
TIGR00379	cobB	cobyrinic acid a,c-diamide synthase	equivalog	6.3.1.-
TIGR00380	cobD	cobalamin biosynthesis protein CobD	equivalog	6.3.1.10
TIGR00381	cdhD	CO dehydrogenase/acetyl-CoA synthase, delta subunit	equivalog	1.2.99.2
TIGR00382	clpX	ATP-dependent Clp protease, ATP-binding subunit ClpX	equivalog	
TIGR00383	corA	magnesium and cobalt transport protein CorA	equivalog	
TIGR00384	dhsB	succinate dehydrogenase and fumarate reductase iron-sulfur protein	subfamily	
TIGR00385	dsbE	periplasmic protein thiol:disulfide oxidoreductases, DsbE subfamily	subfamily	
TIGR00387	glcD	glycolate oxidase, subunit GlcD	equivalog	
TIGR00388	glyQ	glycine--tRNA ligase, alpha subunit	equivalog_domain	6.1.1.14
TIGR00389	glyS_dimeric	glycine--tRNA ligase	equivalog	6.1.1.14
TIGR00390	hslU	ATP-dependent protease HslVU, ATPase subunit	equivalog	
TIGR00391	hydA	hydrogenase (NiFe) small subunit (hydA)	superfamily	
TIGR00392	ileS	isoleucine--tRNA ligase	equivalog	6.1.1.5
TIGR00393	kpsF	sugar isomerase, KpsF/GutQ family	subfamily	
TIGR00394	lac_pts_IIC	PTS system, lactose-specific IIC component	equivalog_domain	2.7.1.69
TIGR00395	leuS_arch	leucine--tRNA ligase	equivalog	6.1.1.4
TIGR00396	leuS_bact	leucine--tRNA ligase	equivalog	6.1.1.4
TIGR00397	mauM_napG	MauM/NapG family ferredoxin-type protein	subfamily	
TIGR00398	metG	methionine--tRNA ligase	equivalog_domain	6.1.1.10
TIGR00399	metG_C_term	methionine--tRNA ligase, beta subunit	equivalog_domain	6.1.1.10
TIGR00400	mgtE	magnesium transporter	equivalog	
TIGR00401	msrA	peptide-methionine (S)-S-oxide reductase	equivalog_domain	1.8.4.11
TIGR00402	napF	ferredoxin-type protein NapF	equivalog	
TIGR00403	ndhI	NADH-plastoquinone oxidoreductase, I subunit	equivalog	1.6.5.3
TIGR00405	KOW_elon_Spt5	transcription elongation factor Spt5	equivalog	
TIGR00406	prmA	ribosomal protein L11 methyltransferase	equivalog	2.1.1.-
TIGR00407	proA	glutamate-5-semialdehyde dehydrogenase	equivalog_domain	1.2.1.41
TIGR00408	proS_fam_I	proline--tRNA ligase	equivalog	6.1.1.15
TIGR00409	proS_fam_II	proline--tRNA ligase	equivalog	6.1.1.15
TIGR00410	lacE	PTS system, lactose/cellobiose family IIC component	subfamily	2.7.1.69
TIGR00411	redox_disulf_1	redox-active disulfide protein 1	hypoth_equivalog	
TIGR00412	redox_disulf_2	redox-active disulfide protein 2	hypoth_equivalog	
TIGR00413	rlpA	rare lipoprotein A	subfamily	
TIGR00414	serS	serine--tRNA ligase	equivalog	6.1.1.11
TIGR00415	serS_MJ	serine--tRNA ligase	equivalog	6.1.1.11
TIGR00416	sms	DNA repair protein RadA	equivalog	
TIGR00417	speE	spermidine synthase	equivalog	2.5.1.16
TIGR00418	thrS	threonine--tRNA ligase	equivalog	6.1.1.3
TIGR00419	tim	triose-phosphate isomerase	equivalog	5.3.1.1
TIGR00420	trmU	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase	equivalog	2.1.1.61
TIGR00421	ubiX_pad	polyprenyl P-hydroxybenzoate and phenylacrylic acid decarboxylases	subfamily	4.1.1.-
TIGR00422	valS	valine--tRNA ligase	equivalog	6.1.1.9
TIGR00423	TIGR00423	radical SAM domain protein, CofH subfamily	subfamily	
TIGR00424	APS_reduc	5'-adenylylsulfate reductase, thioredoxin-independent	equivalog	
TIGR00425	CBF5	putative rRNA pseudouridine synthase	hypoth_equivalog	5.4.99.-
TIGR00426	TIGR00426	competence protein ComEA helix-hairpin-helix repeat region	subfamily_domain	
TIGR00427	TIGR00427	membrane protein, MarC family	hypoth_equivalog	
TIGR00430	Q_tRNA_tgt	tRNA-guanine transglycosylase	equivalog	2.4.2.29
TIGR00431	TruB	tRNA pseudouridine(55) synthase	equivalog	5.4.99.25
TIGR00432	arcsn_tRNA_tgt	tRNA-guanine(15) transglycosylase	equivalog	2.4.2.48
TIGR00433	bioB	biotin synthase	equivalog	2.8.1.6
TIGR00434	cysH	phosophoadenylyl-sulfate reductase	subfamily	1.8.4.8
TIGR00435	cysS	cysteine--tRNA ligase	equivalog	6.1.1.16
TIGR00436	era	GTP-binding protein Era	equivalog	
TIGR00437	feoB	ferrous iron transport protein B	equivalog	
TIGR00438	rrmJ	ribosomal RNA large subunit methyltransferase J	equivalog	2.1.1.166
TIGR00439	ftsX	putative protein insertion permease FtsX	equivalog	
TIGR00440	glnS	glutamine--tRNA ligase	equivalog	6.1.1.18
TIGR00441	gmhA	phosphoheptose isomerase	equivalog	5.3.1.28
TIGR00442	hisS	histidine--tRNA ligase	equivalog	6.1.1.21
TIGR00443	hisZ_biosyn_reg	ATP phosphoribosyltransferase, regulatory subunit	equivalog	
TIGR00444	mazG	MazG family protein	subfamily	
TIGR00445	mraY	phospho-N-acetylmuramoyl-pentapeptide-transferase	equivalog	2.7.8.13
TIGR00446	nop2p	NOL1/NOP2/sun family putative RNA methylase	subfamily_domain	2.1.1.-
TIGR00447	pth	aminoacyl-tRNA hydrolase	equivalog	3.1.1.29
TIGR00448	rpoE	DNA-directed RNA polymerase	equivalog	2.7.7.6
TIGR00449	tgt_general	tRNA-guanine family transglycosylase	superfamily	2.4.2.-
TIGR00450	mnmE_trmE_thdF	tRNA modification GTPase TrmE	equivalog	3.6.-.-
TIGR00451	unchar_dom_2	uncharacterized domain 2	domain	
TIGR00452	TIGR00452	tRNA (mo5U34)-methyltransferase	equivalog	2.1.1.-
TIGR00453	ispD	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	equivalog_domain	2.7.7.60
TIGR00454	TIGR00454	TIGR00454 family protein	hypoth_equivalog	
TIGR00455	apsK	adenylyl-sulfate kinase	equivalog_domain	2.7.1.25
TIGR00456	argS	arginine--tRNA ligase	equivalog	6.1.1.19
TIGR00457	asnS	asparagine--tRNA ligase	equivalog	6.1.1.22
TIGR00458	aspS_nondisc	aspartate--tRNA(Asn) ligase	equivalog	6.1.1.23
TIGR00459	aspS_bact	aspartate--tRNA ligase	equivalog	6.1.1.-
TIGR00460	fmt	methionyl-tRNA formyltransferase	equivalog	2.1.2.9
TIGR00461	gcvP	glycine dehydrogenase	equivalog	1.4.4.2
TIGR00462	genX	EF-P lysine aminoacylase GenX	equivalog	
TIGR00463	gltX_arch	glutamate--tRNA ligase	equivalog	6.1.1.17
TIGR00464	gltX_bact	glutamate--tRNA ligase	equivalog	6.1.1.17
TIGR00465	ilvC	ketol-acid reductoisomerase	equivalog	1.1.1.86
TIGR00466	kdsB	3-deoxy-D-manno-octulosonate cytidylyltransferase	equivalog	2.7.7.38
TIGR00467	lysS_arch	lysine--tRNA ligase	equivalog	6.1.1.6
TIGR00468	pheS	phenylalanine--tRNA ligase, alpha subunit	equivalog	6.1.1.20
TIGR00469	pheS_mito	phenylalanine--tRNA ligase	equivalog	6.1.1.20
TIGR00470	sepS	O-phosphoserine--tRNA ligase	equivalog	6.1.1.27
TIGR00471	pheT_arch	phenylalanine--tRNA ligase, beta subunit	equivalog	6.1.1.20
TIGR00472	pheT_bact	phenylalanine--tRNA ligase, beta subunit	equivalog	6.1.1.20
TIGR00473	pssA	CDP-diacylglycerol-serine O-phosphatidyltransferase	equivalog	2.7.8.8
TIGR00474	selA	L-seryl-tRNA(Sec) selenium transferase	equivalog	2.9.1.1
TIGR00475	selB	selenocysteine-specific translation elongation factor	equivalog	
TIGR00476	selD	selenide, water dikinase	equivalog	2.7.9.3
TIGR00477	tehB	tellurite resistance protein TehB	equivalog	
TIGR00478	tly	TlyA family rRNA methyltransferase/putative hemolysin	subfamily	
TIGR00479	rumA	23S rRNA (uracil-5-)-methyltransferase RumA	equivalog	2.1.1.-
TIGR00481	TIGR00481	Raf kinase inhibitor-like protein, YbhB/YbcL family	hypoth_equivalog	
TIGR00482	TIGR00482	nicotinate (nicotinamide) nucleotide adenylyltransferase	equivalog	2.7.7.18
TIGR00483	EF-1_alpha	translation elongation factor EF-1, subunit alpha	equivalog	
TIGR00484	EF-G	translation elongation factor G	equivalog	
TIGR00485	EF-Tu	translation elongation factor Tu	equivalog	
TIGR00486	YbgI_SA1388	dinuclear metal center protein, YbgI/SA1388 family	hypoth_equivalog	
TIGR00487	IF-2	translation initiation factor IF-2	equivalog	
TIGR00488	TIGR00488	putative HD superfamily hydrolase	hypoth_equivalog	
TIGR00489	aEF-1_beta	translation elongation factor aEF-1 beta	equivalog	
TIGR00490	aEF-2	translation elongation factor aEF-2	equivalog	
TIGR00491	aIF-2	translation initiation factor aIF-2	equivalog	
TIGR00492	alr	alanine racemase	equivalog	5.1.1.1
TIGR00493	clpP	ATP-dependent Clp endopeptidase, proteolytic subunit ClpP	equivalog	3.4.21.92
TIGR00494	crcB	protein CrcB	hypoth_equivalog	
TIGR00495	crvDNA_42K	DNA-binding protein, 42 kDa	hypoth_equivalog	
TIGR00496	frr	ribosome recycling factor	equivalog	
TIGR00497	hsdM	type I restriction-modification system, M subunit	equivalog	2.1.1.72
TIGR00498	lexA	repressor LexA	equivalog	3.4.21.88
TIGR00499	lysS_bact	lysine--tRNA ligase	equivalog	6.1.1.6
TIGR00500	met_pdase_I	methionine aminopeptidase, type I	equivalog	3.4.11.18
TIGR00501	met_pdase_II	methionine aminopeptidase, type II	equivalog	3.4.11.18
TIGR00502	nagB	glucosamine-6-phosphate deaminase	equivalog	3.5.99.6
TIGR00503	prfC	peptide chain release factor 3	equivalog	
TIGR00504	pyro_pdase	pyroglutamyl-peptidase I	equivalog	3.4.19.3
TIGR00505	ribA	GTP cyclohydrolase II	equivalog_domain	3.5.4.25
TIGR00506	ribB	3,4-dihydroxy-2-butanone-4-phosphate synthase	equivalog_domain	4.1.99.12
TIGR00507	aroE	shikimate dehydrogenase	equivalog_domain	1.1.1.25
TIGR00508	bioA	adenosylmethionine-8-amino-7-oxononanoate transaminase	equivalog	2.6.1.62
TIGR00509	bisC_fam	molybdopterin guanine dinucleotide-containing S/N-oxide reductases	subfamily	
TIGR00510	lipA	lipoyl synthase	equivalog	2.8.1.8
TIGR00511	ribulose_e2b2	ribose-1,5-bisphosphate isomerase, e2b2 family	equivalog	5.3.1.-
TIGR00512	salvage_mtnA	S-methyl-5-thioribose-1-phosphate isomerase	equivalog	5.3.1.23
TIGR00513	accA	acetyl-CoA carboxylase, carboxyl transferase, alpha subunit	equivalog	6.4.1.2
TIGR00514	accC	acetyl-CoA carboxylase, biotin carboxylase subunit	equivalog	6.3.4.14
TIGR00515	accD	acetyl-CoA carboxylase, carboxyl transferase, beta subunit	equivalog	6.4.1.2
TIGR00516	acpS	holo-[acyl-carrier-protein] synthase	equivalog_domain	2.7.8.7
TIGR00517	acyl_carrier	acyl carrier protein	equivalog	
TIGR00518	alaDH	alanine dehydrogenase	equivalog	1.4.1.1
TIGR00519	asnASE_I	L-asparaginase, type I	subfamily	3.5.1.1
TIGR00520	asnASE_II	L-asparaginase, type II	subfamily	3.5.1.1
TIGR00521	coaBC_dfp	phosphopantothenoylcysteine decarboxylase / phosphopantothenate--cysteine ligase	equivalog	4.1.1.36 6.3.2.5
TIGR00522	dph5	diphthine synthase	equivalog	2.1.1.98
TIGR00523	eIF-1A	translation initiation factor eIF-1A	equivalog	
TIGR00524	eIF-2B_rel	eIF-2B alpha/beta/delta-related uncharacterized proteins	subfamily	
TIGR00525	folB	dihydroneopterin aldolase	equivalog	4.1.2.25
TIGR00526	folB_dom	FolB domain	domain	
TIGR00527	gcvH	glycine cleavage system H protein	equivalog	
TIGR00528	gcvT	glycine cleavage system T protein	equivalog	2.1.2.10
TIGR00529	AF0261	integral membrane protein, TIGR00529 family	hypoth_equivalog	
TIGR00530	AGP_acyltrn	1-acylglycerol-3-phosphate O-acyltransferases	subfamily_domain	2.3.1.51
TIGR00531	BCCP	acetyl-CoA carboxylase, biotin carboxyl carrier protein	equivalog	
TIGR00532	HMG_CoA_R_NAD	hydroxymethylglutaryl-CoA reductase, degradative	equivalog	1.1.1.88
TIGR00533	HMG_CoA_R_NADP	hydroxymethylglutaryl-CoA reductase (NADPH)	equivalog_domain	1.1.1.34
TIGR00534	OpcA	glucose-6-phosphate dehydrogenase assembly protein OpcA	equivalog	
TIGR00535	SAM_DCase	S-adenosylmethionine decarboxylase proenzyme	equivalog	4.1.1.50
TIGR00536	hemK_fam	methyltransferase, HemK family	subfamily	
TIGR00537	hemK_rel_arch	putative methylase	hypoth_equivalog	
TIGR00538	hemN	oxygen-independent coproporphyrinogen III oxidase	equivalog	1.3.99.22
TIGR00539	hemN_rel	putative oxygen-independent coproporphyrinogen III oxidase	hypoth_equivalog	1.3.99.22
TIGR00540	TPR_hemY_coli	heme biosynthesis-associated TPR protein	hypoth_equivalog	
TIGR00541	hisDCase_pyru	histidine decarboxylase, pyruvoyl type	equivalog	4.1.1.22
TIGR00542	hxl6Piso_put	putative hexulose-6-phosphate isomerase	hypoth_equivalog	
TIGR00543	isochor_syn	isochorismate synthase	subfamily	5.4.4.2
TIGR00544	lgt	prolipoprotein diacylglyceryl transferase	equivalog	2.4.99.-
TIGR00545	lipoyltrans	lipoyltransferase and lipoate-protein ligase	subfamily	
TIGR00546	lnt	apolipoprotein N-acyltransferase	equivalog	2.3.1.-
TIGR00547	lolA	outer membrane lipoprotein carrier protein LolA	equivalog	
TIGR00548	lolB	outer membrane lipoprotein LolB	equivalog	
TIGR00549	mevalon_kin	mevalonate kinase	equivalog	2.7.1.36
TIGR00550	nadA	quinolinate synthetase complex, A subunit	equivalog	2.5.1.72
TIGR00551	nadB	L-aspartate oxidase	equivalog	1.4.3.16
TIGR00552	nadE	NAD+ synthetase	equivalog_domain	6.3.1.5
TIGR00553	pabB	aminodeoxychorismate synthase, component I	equivalog	2.6.1.85
TIGR00554	panK_bact	pantothenate kinase	equivalog	2.7.1.33
TIGR00555	panK_eukar	pantothenate kinase	equivalog	2.7.1.33
TIGR00556	pantethn_trn	phosphopantetheine--protein transferase domain	domain	
TIGR00557	pdxA	4-hydroxythreonine-4-phosphate dehydrogenase PdxA	equivalog	1.1.1.262
TIGR00558	pdxH	pyridoxamine 5'-phosphate oxidase	equivalog	1.4.3.5
TIGR00559	pdxJ	pyridoxine 5'-phosphate synthase	equivalog	2.6.99.2
TIGR00560	pgsA	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	equivalog	2.7.8.5
TIGR00561	pntA	NAD(P)(+) transhydrogenase (AB-specific), alpha subunit	equivalog	1.6.1.2
TIGR00562	proto_IX_ox	protoporphyrinogen oxidase	equivalog	1.3.3.4
TIGR00563	rsmB	16S rRNA (cytosine(967)-C(5))-methyltransferase	equivalog	2.1.1.176
TIGR00564	trpE_most	anthranilate synthase component I	equivalog	4.1.3.27
TIGR00565	trpE_proteo	anthranilate synthase component I	equivalog	4.1.3.27
TIGR00566	trpG_papA	glutamine amidotransferase of anthranilate synthase or aminodeoxychorismate synthase	subfamily	
TIGR00567	3mg	DNA-3-methyladenine glycosylase	subfamily	3.2.2.-
TIGR00568	alkb	alkylated DNA repair protein AlkB	equivalog	
TIGR00569	ccl1	cyclin ccl1	subfamily	
TIGR00570	cdk7	CDK-activating kinase assembly factor MAT1	equivalog	
TIGR00571	dam	DNA adenine methylase	subfamily	2.1.1.72
TIGR00573	dnaq	exonuclease, DNA polymerase III, epsilon subunit family	subfamily_domain	2.7.7.7
TIGR00574	dnl1	DNA ligase I, ATP-dependent (dnl1)	superfamily	6.5.1.1
TIGR00575	dnlj	DNA ligase, NAD-dependent	equivalog	6.5.1.2
TIGR00576	dut	dUTP diphosphatase	superfamily	3.6.1.23
TIGR00577	fpg	DNA-formamidopyrimidine glycosylase	equivalog	3.2.2.23
TIGR00578	ku70	ATP-dependent DNA helicase II, 70 kDa subunit (ku70)	superfamily	
TIGR00580	mfd	transcription-repair coupling factor	equivalog	3.6.1.-
TIGR00581	moaC	molybdenum cofactor biosynthesis protein C	equivalog	
TIGR00583	mre11	DNA repair protein (mre11)	equivalog	
TIGR00584	mug	mismatch-specific thymine-DNA glycosylate (mug)	subfamily	3.2.2.-
TIGR00585	mutl	DNA mismatch repair protein MutL	superfamily	
TIGR00586	mutt	mutator mutT protein	subfamily	3.6.1.-
TIGR00587	nfo	apurinic endonuclease (APN1)	subfamily	
TIGR00588	ogg	8-oxoguanine DNA-glycosylase (ogg)	subfamily	3.2.2.-
TIGR00589	ogt	methylated-DNA--[protein]-cysteine S-methyltransferase	superfamily	2.1.1.63
TIGR00590	pcna	proliferating cell nuclear antigen (pcna)	equivalog	
TIGR00591	phr2	deoxyribodipyrimidine photolyase	superfamily	4.1.99.3
TIGR00592	pol2	DNA polymerase (pol2)	superfamily	2.7.7.7
TIGR00593	pola	DNA polymerase I	equivalog	2.7.7.7
TIGR00594	polc	DNA polymerase III, alpha subunit	superfamily	2.7.7.7
TIGR00595	priA	primosomal protein N'	equivalog	3.6.1.-
TIGR00596	rad1	DNA repair protein (rad1)	subfamily	
TIGR00597	rad10	DNA repair protein rad10	subfamily	
TIGR00598	rad14	DNA repair protein	equivalog	
TIGR00599	rad18	DNA repair protein rad18	equivalog	
TIGR00600	rad2	DNA excision repair protein (rad2)	subfamily	
TIGR00601	rad23	UV excision repair protein Rad23	equivalog	
TIGR00602	rad24	checkpoint protein rad24	subfamily	
TIGR00603	rad25	DNA repair helicase rad25	subfamily	3.6.4.12
TIGR00604	rad3	DNA repair helicase (rad3)	subfamily	3.6.4.-
TIGR00605	rad4	DNA repair protein rad4	subfamily	
TIGR00606	rad50	rad50	subfamily	
TIGR00607	rad52	recombination protein rad52	subfamily	
TIGR00608	radc	DNA repair protein RadC	superfamily	
TIGR00609	recB	exodeoxyribonuclease V, beta subunit	equivalog	3.1.11.5
TIGR00611	recf	DNA replication and repair protein RecF	subfamily	
TIGR00612	ispG_gcpE	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase	equivalog	1.17.7.1
TIGR00613	reco	DNA repair protein RecO	equivalog	
TIGR00614	recQ_fam	ATP-dependent DNA helicase, RecQ family	subfamily	3.6.4.12
TIGR00615	recR	recombination protein RecR	equivalog	
TIGR00616	rect	recombinase, phage RecT family	subfamily	
TIGR00617	rpa1	replication factor-a protein 1 (rpa1)	subfamily	
TIGR00618	sbcc	exonuclease SbcC	subfamily	
TIGR00619	sbcd	exonuclease SbcCD, D subunit	subfamily	
TIGR00620	sporelyase	spore photoproduct lyase	subfamily	
TIGR00621	ssb	single-stranded DNA-binding protein	subfamily	
TIGR00622	ssl1	transcription factor ssl1	subfamily	
TIGR00623	sula	cell division inhibitor SulA	subfamily	
TIGR00624	tag	DNA-3-methyladenine glycosylase I	subfamily	3.2.2.20
TIGR00625	tfb2	transcription factor Tfb2	subfamily	
TIGR00627	tfb4	transcription factor tfb4	subfamily	
TIGR00628	ung	uracil-DNA glycosylase	equivalog	3.2.2.27
TIGR00629	uvde	UV damage endonuclease UvdE	equivalog	3.-.-.-
TIGR00630	uvra	excinuclease ABC subunit A	equivalog	3.1.25.-
TIGR00631	uvrb	excinuclease ABC subunit B	equivalog	3.1.25.-
TIGR00632	vsr	DNA mismatch endonuclease Vsr	subfamily	3.1.-.-
TIGR00633	xth	exodeoxyribonuclease III (xth)	subfamily	3.1.11.2
TIGR00634	recN	DNA repair protein RecN	equivalog	
TIGR00635	ruvB	Holliday junction DNA helicase RuvB	equivalog	3.6.4.12
TIGR00636	PduO_Nterm	ATP:cob(I)alamin adenosyltransferase	equivalog_domain	2.5.1.17
TIGR00637	ModE_repress	ModE molybdate transport repressor domain	subfamily_domain	
TIGR00638	Mop	molybdenum-pterin binding domain	subfamily_domain	
TIGR00639	PurN	phosphoribosylglycinamide formyltransferase	equivalog	2.1.2.2
TIGR00640	acid_CoA_mut_C	methylmalonyl-CoA mutase C-terminal domain	subfamily_domain	
TIGR00641	acid_CoA_mut_N	methylmalonyl-CoA mutase N-terminal domain	subfamily_domain	5.4.99.-
TIGR00642	mmCoA_mut_beta	methylmalonyl-CoA mutase, small subunit	equivalog	5.4.99.2
TIGR00643	recG	ATP-dependent DNA helicase RecG	equivalog	3.6.4.12
TIGR00644	recJ	single-stranded-DNA-specific exonuclease RecJ	equivalog	3.1.-.-
TIGR00645	HI0507	TIGR00645 family protein	hypoth_equivalog	
TIGR00646	MG010	DNA primase-like protein	hypoth_equivalog	
TIGR00647	DNA_bind_WhiA	DNA-binding protein WhiA	equivalog	
TIGR00648	recU	recombination protein U	equivalog	3.1.-.-
TIGR00649	MG423	beta-CASP ribonuclease, RNase J family	subfamily	3.1.-.-
TIGR00651	pta	phosphate acetyltransferase	equivalog	2.3.1.8
TIGR00652	DapF	diaminopimelate epimerase	equivalog	5.1.1.7
TIGR00653	GlnA	glutamine synthetase, type I	equivalog	6.3.1.2
TIGR00654	PhzF_family	phenazine biosynthesis protein, PhzF family	subfamily	
TIGR00655	PurU	formyltetrahydrofolate deformylase	equivalog	3.5.1.10
TIGR00656	asp_kin_monofn	aspartate kinase, monofunctional class	equivalog	2.7.2.4
TIGR00657	asp_kinases	aspartate kinase	subfamily_domain	2.7.2.4
TIGR00658	orni_carb_tr	ornithine carbamoyltransferase	equivalog	2.1.3.3
TIGR00659	TIGR00659	TIGR00659 family protein	hypoth_equivalog	
TIGR00661	MJ1255	conserved hypothetical protein	subfamily_domain	
TIGR00663	dnan	DNA polymerase III, beta subunit	equivalog	2.7.7.7
TIGR00664	DNA_III_psi	DNA polymerase III, psi subunit	equivalog	2.7.7.7
TIGR00665	DnaB	replicative DNA helicase	equivalog	3.6.4.12
TIGR00666	PBP4	D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase	equivalog	3.4.16.4
TIGR00667	aat	leucyl/phenylalanyl-tRNA--protein transferase	equivalog	2.3.2.6
TIGR00668	apaH	bis(5'-nucleosyl)-tetraphosphatase (symmetrical)	equivalog	3.6.1.41
TIGR00669	asnA	aspartate--ammonia ligase	equivalog	6.3.1.1
TIGR00670	asp_carb_tr	aspartate carbamoyltransferase	equivalog	2.1.3.2
TIGR00671	baf	pantothenate kinase, type III	subfamily	2.7.1.33
TIGR00672	cdh	CDP-diacylglycerol diphosphatase	equivalog	3.6.1.26
TIGR00673	cynS	cyanase	equivalog	4.2.1.104
TIGR00674	dapA	4-hydroxy-tetrahydrodipicolinate synthase	equivalog	4.3.3.7
TIGR00675	dcm	DNA (cytosine-5-)-methyltransferase	superfamily	2.1.1.37
TIGR00676	fadh2	methylenetetrahydrofolate reductase [NAD(P)H]	equivalog	1.5.1.20
